Date,PFE,UTX,DIS,V,BA,PG,JNJ,KO,UNH,MCD,WMT,NKE,MSFT,HD,AAPL,MMM,CSCO,VZ,IBM,MRK,GE,TRV,INTC,GS,AXP,JPM,DD,XOM,CAT,CVX,^DJI
2008-04-09,14.428456,56.986065,27.33088,15.424320000000002,61.903825,53.115099,49.976746,23.085017999999998,33.38015,41.818676,43.423712,14.635542999999998,22.974534,21.849018,19.620498,62.762485999999996,19.791846,21.480135999999998,94.998919,28.668382,26.169427,38.943389,15.974895000000002,155.397869,38.541022,35.822815000000006,34.126274,70.156305,58.344271,64.92308,12527.259766
2008-04-10,14.449176999999999,57.82303100000001,27.773844,15.499344,61.769938,53.09240500000001,50.006903,23.293916,32.771285,41.901201,43.840786,14.840404999999999,23.149489000000003,22.409653,20.023429,63.361803,20.220824,21.366834,96.634168,29.207577,26.392055,39.11019,16.467118,152.194253,38.523922,35.467014,34.543806,70.03899200000001,57.999534,64.670462,12581.980469
2008-04-11,14.124554999999999,55.955955,26.737308000000002,15.499344,60.533437,52.956231,49.758111,22.898911,32.11765,41.563593,43.953074,14.690613,22.489438,22.243832,19.063392999999998,61.879289,19.665675,21.223712,94.372484,28.808433,23.016744,39.157844,15.840651999999999,149.29404,37.096159,34.391519,34.328078999999995,69.31161800000001,57.302409,64.09305,12325.419922
2008-04-14,14.200529000000001,56.32615,26.613279,15.398531,60.816966,53.047015,49.562093,23.168578,32.493716,41.668626,44.233798,14.551835,22.314484,22.038528,19.146310999999997,61.713689,19.606796,21.074626000000002,95.41383499999999,28.9905,22.801299,38.919562,15.430466000000001,145.983329,36.523346000000004,33.558619,33.959261,70.156305,57.869303,64.453934,12302.05957
2008-04-15,14.304132000000001,57.010206999999994,26.515826,15.086715,59.619841,53.130233,49.494244,23.145788,33.344337,41.983728,45.132108,14.498967000000002,22.46558,22.054320999999998,19.224047,62.171057,19.438570000000002,20.937469,95.324343,28.864454,22.966473999999998,38.705107,15.59454,146.527677,36.890972999999995,34.059976,34.049725,71.016644,58.183391,65.08187,12362.469727
2008-04-16,14.573501,58.450754,26.861338,15.506376999999999,60.38379499999999,52.704147999999996,49.531936,23.22555,32.054973,42.899028,45.773758,14.554038,23.02225,22.125388,19.913304,63.629920999999996,20.044185,21.37876,98.00908000000001,28.227224,23.146010999999998,39.221388,16.504407,150.855693,37.403940000000006,36.356518,35.559799,72.651275,60.53524,66.352184,12619.269531
2008-04-17,14.090019,56.969972,27.268866,15.717379999999999,60.572818000000005,51.403093,49.577175,23.047038,32.860826,43.011565999999995,45.452932000000004,14.880056,23.236964,22.204351000000003,20.015655,63.598377,20.094653,21.37876,100.13246099999999,27.463946999999997,22.9952,39.483498,16.489493,153.577434,38.216141,36.485901,35.636345,73.034513,60.48137,66.395488,12620.490234
2008-04-18,14.138367,58.354185,27.756125,16.176898,61.951083999999994,51.106362,50.142608,22.830544,33.35329,43.739302,45.164190999999995,14.954951000000001,23.857253,22.646542,20.86427,65.37266600000001,20.616155,21.486101,101.206355,27.842082,23.47636,39.960066,16.817641000000002,160.564704,38.925745,37.003431,36.200015,73.51943,65.629868,67.25439399999999,12849.360352
2008-04-21,13.951882999999999,58.016175,27.871295,16.63876,62.289738,51.585702000000005,49.999363,22.921699,33.85471,44.016892,45.220335999999996,15.115758,24.191254999999998,22.88343,21.786735,64.931061,20.935785,21.444357999999998,101.165674,27.751051,23.311186,39.157844,16.750519,160.984121,39.071088,36.574852,36.360068,73.72278399999999,64.129188,66.907943,12825.019531
2008-04-22,13.668701,57.493077,27.720689,16.476991,61.872321,51.33462,50.504482,22.746985000000002,30.577581,43.776814,45.356685,14.98579,24.056064000000003,22.520201999999998,20.755439000000003,64.01632,20.96102,21.307198,100.61245600000001,26.966765000000002,23.217828,38.752765000000004,16.399997,160.413002,37.59203,36.914483000000004,34.905665,73.824457,63.113341000000005,67.867897,12720.230469
2008-04-23,13.730862,57.831081000000005,28.030762,16.430101999999998,64.65248000000001,51.106362,50.708040999999994,22.910304999999997,31.096906,44.031898,45.653448,14.886664000000001,25.010354,22.212246,21.103956,63.582603000000006,21.398409,21.665003,100.55550799999999,27.043794000000002,23.239372,38.355626,16.825098999999998,160.04713999999998,37.942558,36.510162,34.780405,73.691498,62.867075,68.192696,12763.219727
2008-04-24,13.841373,58.507088,28.296542,16.950576,65.36918100000001,50.847675,50.790971,22.883718,30.076161,44.699618,46.078542999999996,14.992398999999999,25.288688,22.836053,21.88779,62.39974399999999,21.894676999999998,21.682891,101.03550899999999,27.989137,23.56254,40.253947,16.922053,168.471131,38.626515000000005,37.981889,34.578599,72.424459,62.967119,66.691416,12848.950195
2008-04-25,14.110741,58.490995,28.668632000000002,17.607029,66.818326,50.634638,50.745733,22.534291,30.434319,44.767138,46.238957,15.142191,23.722062,23.515134,21.990143,61.366716000000004,21.532989999999998,22.088404,100.13246099999999,28.514328000000003,23.935979,39.880635999999996,16.825098999999998,171.653881,40.840829,38.644975,34.710815999999994,72.314962,63.298039,66.900729,12891.860352
2008-04-28,13.972603,58.780714,28.730646000000004,17.731285999999997,66.928593,50.375946,50.753273,22.401356,30.120929999999998,44.707119,45.998335,14.939531,23.054059,23.475652,22.315338,60.822599,21.322707,22.631072,99.00161899999999,29.018508,23.821072,40.317488,16.936967000000003,170.080392,40.943421,38.281086,34.223698,72.307139,63.898311,66.763592,12871.75
2008-04-29,13.979510000000001,58.837047999999996,29.023001,18.962137,67.361758,50.140084,50.655266999999995,22.302605,29.906038,45.164770000000004,47.008937,15.029848000000001,22.775724,23.18349,22.6794,60.609687,21.457288000000002,22.78612,99.945341,26.007417999999998,23.569720999999998,39.451726,16.869847,172.26181499999998,41.046014,38.070840000000004,33.868794,71.790942,62.728551,68.380352,12831.94043
2008-04-30,13.889721,58.321993000000006,28.730646000000004,19.564668,66.83408100000001,51.015064,50.579871000000004,22.359576,29.216587,44.699618,46.503636,14.714844,22.680296,22.741297,22.536884,60.64123000000001,21.566634,22.947132,98.19619399999999,26.637648,23.483543,40.031551,16.601360999999997,171.09063700000002,41.054565000000004,38.531766,34.035807,72.792057,63.01329200000001,69.398048,12820.129883
2008-05-01,14.117648,59.955684,29.501403000000003,20.021842000000003,67.267253,50.999843,51.122688000000004,22.443135,29.458343,45.704944,46.575821999999995,14.937327999999999,23.380108,23.586201000000003,23.320718,61.382484,22.433001,23.448057000000002,100.563645,27.274878,23.785165,41.421535,17.369529,177.9568,43.884442,39.825590999999996,34.056684999999995,70.156305,63.374995999999996,68.524709,13010.0
2008-05-02,14.235064000000001,60.438548,29.669731,19.400554999999997,67.487774,50.824851,51.461951,22.321595000000002,29.968715000000003,45.727453999999994,46.118646000000005,14.904287,23.252869,23.783607999999997,23.442505,61.942376,22.500292,23.609069,100.21381600000001,27.568984000000004,23.94316,41.35005,17.585808,179.047518,43.089341,39.348492,34.696898,70.08591700000001,63.721311,68.798979,13058.200195
2008-05-05,14.172901999999999,60.052259,29.492545,19.942129,67.668914,50.710722,51.190543,22.173469,29.610558,45.667433,45.693553,14.754495,23.125631,23.191385999999998,23.933535,61.153804,22.104960000000002,23.197594,99.278225,27.295885,23.828255,41.103823,17.443262,176.231314,43.106437,38.814789000000005,34.585556,70.007706,63.682829000000005,69.015512,12969.540039
2008-05-06,14.103832999999998,60.10054399999999,29.882352,20.521214999999998,67.85006,50.710722,50.949292,22.131689,29.368802000000002,45.382341,45.196272,14.886664000000001,23.618681,23.12032,24.183586,61.319403,22.147016,23.19163,99.920935,27.19785,23.698988,40.84171,17.690844,176.66939299999999,43.568109,38.976518,34.550763,70.44569200000001,64.052231,69.917722,13020.830078
2008-05-07,13.977529999999998,58.772665,30.741703,20.74863,66.900552,50.06399999999999,50.444173,21.660721,29.243447999999997,44.549569,45.581265,14.703829999999998,23.229011,22.551786,23.656278,60.467743000000006,21.684394,22.827863,101.407659,27.316892,23.390183,40.118919,17.383242000000003,169.651248,41.63593,37.658431,33.77833,69.46804,62.820896999999995,68.770107,12814.349609
2008-05-08,14.012613,59.60158199999999,30.617673999999997,20.467292999999998,67.066715,50.155297999999995,50.436632,21.37966,29.547881,44.842164000000004,45.845944,14.27428,23.276726999999998,22.046425,23.976291,60.680655,21.617103,22.809975,102.044825,27.372914,23.404546,39.912408,17.555799,167.82743100000002,41.76417,37.237937,34.328078999999995,70.336196,63.428866000000006,70.32913,12866.780273
2008-05-09,13.886312,58.853141,30.387331,19.426344,66.512833,49.615095000000004,50.172765000000005,21.326486,29.494156,44.444534999999995,45.861986,14.2897,23.372155,22.093802,23.7677,60.183856999999996,21.440465,22.607217000000002,101.34230699999999,27.302889,23.174738,39.856809000000005,17.533293,168.158218,41.858215,37.658431,33.708740999999996,69.778406,62.920945999999994,70.29303900000001,12745.879883
2008-05-12,13.970513,60.012018000000005,30.803718,19.201275,67.098366,49.721613,50.293387,21.42144,29.350894,45.667433,46.535719,14.393231,23.849301,22.614957,24.377924,61.248429,21.734861,22.69667,102.306227,27.744047,23.268098000000002,40.682857,17.735858,171.725405,42.704614,38.200223,34.502053000000004,70.069086,64.506281,70.271387,12876.30957
2008-05-13,14.012613,60.293688,30.413911,19.313807999999998,67.319916,50.010740000000006,50.067218,21.45942,29.144955,45.892506,45.436893,14.463723000000002,23.769485,22.701816,24.611132,60.862030000000004,21.776917,22.726485999999998,103.400851,27.428932,23.217828,39.999779,17.825889,170.160852,41.900960999999995,36.777012,34.389775,70.454036,64.698676,70.538444,12832.179688
2008-05-14,14.075764999999999,60.746294999999996,30.830295,19.278643,67.802581,49.835741999999996,50.368777,21.474613,28.670399,45.344827,46.272946999999995,14.855825,23.889210000000002,22.993979,24.131762,61.295747,21.659159,23.227411,104.168716,27.891102000000004,23.347093,40.659027,17.885908999999998,169.982048,42.319887,37.124728000000005,34.78974,70.63473,63.682829000000005,70.531224,12898.379883
2008-05-15,14.089799,60.043136,30.998623,19.283331,67.691806,50.490075,50.270771,21.653124,28.383874,45.659931,46.007148,14.983587,24.304257999999997,23.317726999999998,24.581334,61.398258999999996,22.290009,23.197594,104.93659199999999,28.010144,23.246551999999998,41.016452,18.733688,168.632053,42.627668,38.022321000000005,34.747638,71.726736,64.260015,71.562996,12992.660156
